,text
1904,"Pésimo servicio, más si no tienes cuenta con ese banco, lentos, torpes, nadie sabe como hacer las cosas. Los cajeros andan preguntando siempre como hacer depósitos o demás transacciones."
1905,"Pésimo servicio, los dos jóvenes de la entrada sumamente groseros, tiempo de espera terrible... Definitivamente la peor sucursal en la que he estado"
1906,perdi dos horas de mi vida
1907,"Pesimo servicio por parte de losde los ejecutivps de cuenta, se tarsan años e atender a la gente aunque no haya nadie en la sucursal. El gerente del banco te trata como si te hiciera un favor atendiendo una queja, es una sucursal muy pequeña para la cantidad de gents que viene. EN GENERAL ES PESIMO EL SERVICIO."
1908,"Muy mal servicio, de nada sirve sacar turno, pasan a gente que viene llegando sin hacerlos esperar. Y los de servicio al cliente no tratan de apresurarse, risa y risa con clientes platicando de cosas no relacionadas al trabajo."
1909,"Pésimo servicio, 1:30 esperando para sacar dinero en caja, lsa personas que atienden la caja se están paseando y siempre hay una caja vacía. Voy a retirar mi nómina de bancomer."
1910,"Pésimo servicio, no dan completa la información para otorgar una tarjeta de crédito y te quieren meter productos que ni requieres, como el cambio de nómina"
1911,"Lo único bueno de esta sucursal, es que se encuentra dentro de la plaza. Sea quincena o no, el servicio siempre es muy lento, además que la concurrencia de la gente. Supuestamente si eres tarjetahabiente tu turno es más rápido, por eso…"
1912,"Muchas cosas malas que comentar sobre esta sucursal, Bancomer me ha decepcionado totalmente gracias a ésta sucursal."
1913,Muy lentos. Mal servicio el director se niega ayudar a los clientes. Tienen bloqueada mi cuenta desde hace 15 días y no m dan solución
1914,No es posible que no funcione ni un cajero
1915,La peor sucursal que he estado de cualquier banco. 40 min y no paso un solo turno con los ejecutivos de cuenta. Y 3 de los 4 no hacían nada.
1916,El tiempo de atención en esta sucursal frecuenteme excede la hora. El personal no tiene una actitud de mejora o solución.
1917,"Pésimo servicio, super lento, falta de experiencia de los asesores, no hay prioridad absoluta para clientes de banca personal y  cuidado con los pagos en caja, se equivocan muy seguido en los montos, revisen bien sus comprobantes"
1918,"Muy mal servicio, el gerente no ayuda en nada y siempre saturado y muy lento."
1919,"Una porquería de servicio, nadie te atiende todos están platicando, no te ayudan nada más te dejan esperando y cuando  pasas te dicen que ellos no te pueden ayudar... Banamex tiene mal servicio pero a este nivel"
1920,"Muy rápida atención, no hay gente por las mañanas"
1921,Buena atención 🤗
1922,"Esta sucursal no cumple con la Ley de Insitituciones de crédito, se niegan a ofrecer productos básicos (tarjeta de crédito sin anualidad) aunque este producto aparece en la página oficial de BBVA Bancomer"
1923,"Es la peor sucursal Bancomer que conozco,  la gente es déspota y el director de sucursal el déspota más grande que ofrece servicios bancarios,"
1924,"Leeeeeennnnntttiiiisssiiiimmmmooossss, en lugar de que sea ágil por ser una sucursal pequeña."
1925,"Pesimo aun
Dos cajeros a medias porque se quedan mucho tiempo con la ventanilla vacia"
1926,NO PUEDO HACER NADA!!!!!!!!!!!!!!!!!!!!!!!!!!! QUE IMPOTENCIA!!!!!!
1927,Es mentira que esta abierto el sábado hasta las 4!!
1928,son los peores tardan mucho en atender
1929,"La será encargada de cerrar la puerta hoy sábado 20 agosto 2016  ( dudo que sea ejecutivo ) con muy mala actitud , debe mejorar el personal nefasto como ella en esta sucursal ni siquiera escucha mucho menos atiende ."
1930,Buena experiencia en atención y comodidad
1931,LA PEOR SUCURSAL!!! El trato que recibes como cliente es pésimo! Deberían cambiar a los empleados
1932,Muy muy lento y el servicio de mala calidad. No parece haber adueñamiento o autonomía de los empleados para tomar decisiones.
1933,"(Traducción de Google) Realmente muy útil. 👍👍🌟

(Original)
Really really useful. 👍👍🌟"
1934,"(Traducción de Google) Nuestra tarjeta fue tragada debido a una máquina defectuosa. El personal de emergencia es extremadamente grosero y deshonesto, y no desea realizar ninguna cirugía.

Si viene del extranjero, NO USE NINGÚN PRETEXTO PARA…"
1935,"(Traducción de Google) ¡El cajero automático NO FUNCIONA!
Dice que acepta cirrus, plus, visa, etc., pero no le permite retirar y bloquear su tarjeta.
Estaba pudiendo retirarme de otros bancos, pero esta máquina Bancomer bloqueó mis dos…"
1936,"(Traducción de Google) Expriencia horrible de servicio al cliente, vino aquí para abrir una nueva cuenta bancaria, el representante en el mostrador me dijo que solo tenía una opción y que tenía un requisito de saldo mínimo de 4.000.00…"
1937,"(Traducción de Google) Demasiada gente muere y pierde tiempo

(Original)
人多的要死，浪费时间"
1950,Excelente servicio
1951,"Siempre hay un solo ejecutivo para atención a clientes, más de una hora en espera. Tan mal servicio que el chico me sugirió ir al BBVA de Portales, que ahí si hay más ejecutivos"
1952,"Servicio rapido no tarde mas de5 minutos en tomar mi turno y que me at atendieran, algunos dias en ciertos horarios se hace fila para los cajeros automáticos pero aun asi no es mucho tiempo facil de llegar y buen banco"
1953,Camino para 8 min metro ermita linea 12 vamos a Atlalilco casa de pach bye
1954,"Hoy viernes 30 de marzo hice un retiro para posteriormente depositar en uno de los cajeros para depósito y sucede que al meter el dinero el cajero no reconoce un billete, por tal razón quito el billete y al no tener más pra reemplazar el…"
1955,Buen servicio lo malo es que hay muy pocas practicajas y se llega a llenas mucho
1956,"Buena sucursal, los cajeros son rápidos y se aprecia, en general el personal es amable."
1957,"Muy amables, con suficientes cajeros"
1965,"No dejan pasar a ventanilla para realizar algún pago o depósito, porque según tiene que ser mayor a 25 mil pesos. Aún teniendo gente formada en las practicajas me negaron ingresar 4 veces a pesar de que le insistí a la señorita. Ya es la segunda vez que no me dejan ingresar cuando quiero ser atendido en persona."
1966,Muy buen servicio. Personalizado. En general aclaran las dudas y resuelven los problemas rápidamente. Cuidado. Nunca faltan ejecutivo que te de información equivocada o que te quiera vender cosas que no necesitas. Pero es de los mejores Bancomer a los que he asistido.
1967,"Sucursal pequeña pero curiosamente no se llena mucho, el problema aquí es si necesitas que te atienda un ejecutivo pues solo hay 2 y se tardan demasiado. No cuenta con estacionamiento."
1968,"Quiero agradecer a la chica que está entrando al banco, ya que tuve un problema con un retiro en el cagero, dando aque el cagero no me fío mi efectivo y ella me soluciono mi problema y me regresaron mi dinero muy rapido, mil gracias más gente como ella 👌"
1969,"Un asco de sucursal, la estúpida ejecutiva del escritorio 1 y el de la caja 2 no saben que el Pasaporte también es un documento de identificación oficial.

Tuve que reportar mi banca móvil y mi tarjeta por robo y no me permiten la…"
1970,Buen servicio
1971,Muy mala
1972,"No se asusten si en las noches hay una persona en situación de calle en una esquina del área de cajero,  no los va a asaltar solo ignorenla. En la mayoría de las veces está limpio el lugar cosa que no importa tanto como la atención. Cuando…"
1973,"Pésimo servicio, muy lentos en la atención, y la responsable de sucursal prefiere tener tres personas en área de turnos que en cajas atendiendo al cliente."
1974,"Lentos, groseros y flojos... Muy mal servicio..."
1975,Churubusco CR-7
1981,Viernes 18 de Septiembre de 2020. Se publica en internet que el banco se encuentra abierto en un horario de 8:30 a 16:00 hrs. Son las 9:20 y el banco permanece cerrado. Hay ligera llovisna y la gente esperando fuera de las instalaciones.…
1982,Buen sitio
1983,"Una pésima atención y más por los dos jóvenes burlones que están en la entrada... Algunas de las cajeras ni siquiera tienen experiencia para brindar una Buena atención al cliente...
De los ejecutivos de cuenta lo mismo... Ni experiencia…"
1984,Se encuentra abierta la sucursal en q horario?
1985,"Horrible atención, llegué a la 1pm a la sucursal y me atendieron hasta las 2:28, me senté en el escritorio, enseguida  le dije al ""Ejecutivo de cuenta"" que mi tramite iba a hacer una apertura de cuenta así como también la solicitud de mi…"
1986,Excelente ubicación y atención del personal muy limpio mucha seguridad te atienden rápido solo en quincena está saturado !!!
1987,"La atención es buena,  lo malo de la sucursal es que a las 3:30 pm siempre que alguien va a aperturar una cuenta o a realizar un trámite, ponen un pretexto para no atender a la gente (ya que salen a las 4:00 pm)"
1988,Muy mala sucursal
1989,"Una sucursal muy pequeña. Las personas que atienden lo hacen de la mejor manera, tiene cajeros automáticos y un pequeño estacionamiento que usualmente está lleno por los mismos carros de los empleados."
1990,"El servicio es lento, parece OXXO machas cajas y solo funcionan dos."
1991,Buen servicio en quincena FULL
1995,"Me queda a tiro de piedra del trabajo, está limpio y como todos las sucursales, es amplio, bien iluminado y fresco. El pero en este y todos, es que nunca falta el empleado que no tiene idea de lo que debería hacer y se te pega como lapa…"
1996,Se tardan muchismo los ejecutivos y no tienen gente
1997,Abarrotado y muy pequeño el lugar
1998,Es de fácil acceso por su cercanía al metro
1999,Mal servicio! Solicite la reimpresión de un comprobante de pago y me dicen que es imposible!!
2000,Buen servicio
2004,"Todos los bancos abiertos, enfrente hay un scotian, pero este banco es el único que cerro... Aún en las primeras etapas cuando todo mundo laboraba normal, Bancomer no... Muy mal Bancomer en tendremos que cambiar a Banamex o scotian ellos no te mandan a la web"
2005,Son muy amables desde que te reciben hasta que te brindan atención.  Como en todo dependiendo el trámite que hagas es el tiempo de espera
2006,"Me atendieron rápido, eso hablando de un banco se agradece"
2007,"No soy muy fan de este banco, pero su aplicación sí es de las mejores!
Ya estoy harto del robo de las instituciones bancarias son los bancos más caros que he visto en el mundo!"
2008,Excelente servicio y rapidez es el único banco que me a atendido en menos de 5 minutos efectúe mi trámite
2009,"Las veces que he ido me han dado muy buena atención, buscan optimizar tiempos y procesos."
2010,Es la peor sucursal no cuenta con personal suficiente y el tiempo de espera es demaciado
2011,Pésimo servicio
2012,Hace 4 meses puse una reseña sobre ésta sucursal . Sobre su lento desempeño en sus actividades y que creen? Me acaban de contestar.....😂😂😂😂😂 . Hasta para éso son lentos 😅😅😅😅
2013,"No sirven los cajeros, siempre tienen problemas"
2057,Pésima atención al cliente dejan pasar a muchos antes que tú el ticket de la tiempo aprox 1 min y tardamos más de 2hrs!!
2058,Perderás muchísimo tiempo en este lugar. Tratos malos con los clientes. Hay un lugar particular en el infierno para estas personas.
2059,"Me podrían ayudar, diciendo hasta que hora atienden en el área de pensionados ? Gracias"
2060,en este momento en sucursal Matías Romero #597 y av. Universidad mucha gente . Para ventanilla y lento como siempre.
2061,Muy amplio y las instalaciones están bien conservadas.
2062,Buena atención
2063,Banco afuera del metro división del norte
2064,"P É S I M O Servicio!!!! Si tienen opción para ir a otra sucursal eviten lo más que puedan ir a esta! La mayoría de los ejecutivos y personal en general tienen una pésima actitud, siempre están de cara y hacen su trabajo con una flojera…"
2065,"Me impresiona la forma en que tratan a sus clientes siendo violentos e intimidantes. Somos una empresas que ya llevan años con ustedes, hace unas horas un socio mío fue a su sucursal #61 y me comento la situación. Nuestro tramite se detuvo…"
2066,"Falta de empatia hacia los clientes en general, mas de una hora de espera para pasar a cajas  de 8 cajas 5 abiertas no creo que no tengan suficiente dinero para contratar mas cajeros."
2067,"Muy deficiente el servicio. Tanto en cajas como el ejecutivo que me atendió, hacen sentir que les da flojera su trabajo. Tal vez es sólo el ejecutivo que me atiende, pero me llevo un mal sabor de boca. Sólo vengo a esta sucursal porque…"
2068,"Si no tienes cuenta en este banco, olvídate mejor busca otra opción, el sistema de fichas te hará esperar mucho, mucho tiempo"
2069,"Horrible, se tardan muchísimo en atender, hay mas de 30 personas esperando y solo un ejecutivo, mal !!"
2070,Tiene un buen servicio
2071,Siempre piden que te comuniques a línea Bancomer y no te resuelven nada
2072,Rápido y ágil.
2073,Actualicen sus números telénicos ¿no?
2074,Creo que deberian de ampliar su horario.
2075,Te atienden muy bien
2082,"Pésimo servicio de esta agencia y de sus encargados, incapaz de resolver problemas, ninguna actitud de servicio, es lamentable!!

El servicio no es responder un comentario de Google!
Es contestar el teléfono, no colgarle a la gente cuando…"
2083,Muy buena la atención
2084,"que  pasa  y  el  telefono  de  la  sucursal ????    pedregal, es  lo  que necesito,  no   que  me  manden  a  servicio  a  clientes  en gral  !!!!!!!!!"
2085,¿QUE NUMERO DE SUCURSAL ES ?
2086,El servicio es de lo más despótico en esta sucursal.
2087,"Es buen banco y si hay gente, te ayudan a hacerlo por máquina, son muy amables !!"
2088,Buen servicio buena sucursal moderna
2089,Excelente servicio y muy eficaz de los pocos bancos en el que veo que todas las cajas están funcionando y siempre hay alguien al pendiente de lo que necesites para tu trámite.
2090,Muy mala atención de la gerente de sucursal con muy mala aptitud
2093,Hasta el momento mala el cajero MM3492 se quedo mi cambio el 02 de Febrero..levante mi reporte y después de 24 días me dicen que no que es improcedente..y leí con impotencia que son varios los clientes que ha pasado lo mismo y quién…
2094,"Sus cajeros son un asco, se trajo mi dinero y no pude realizar un depósito, he echo muchos depósito en BBVA y nunca me había pasado"
2095,"El banco tiene bastantes cajeros automáticos para el uso de los clientes, las cajas son rápidas y el personal que atiende es bastante atento y atienden de excelente manera, el único detalle es que se encuentra en una zona bastante insegura,…"
2096,Nefasto el cajero se trago mi dinero
2097,"Muy bien esa remodelación reciente a todos los bancomer, ya puedes hacer depositos desde los cajeros. Y es mas rapido."
2098,Oye n y eeeeu de
2099,Siempre hay mucha gente
2100,"MUY AMPLIO, SEGURO Y CON MUCHOS CAJEROS"
2101,"Buen servicio, aunque un poco complicado para estacionar el auto"
2102,El mejor banco de México
2103,buena ubicación
2104,"Buen servicio,  varios cajeros automáticos"
2105,Vayan a otra sucursal si no desean estar más de 1 hora esperando y con 2 personas delante de ti en servicio ejecutivo
2106,Bien ubicado
2107,Rápido
2115,"Excelente atencion por parte del banquero personal Jose Alberto Orozco. Muy amable y profesional. Me ayudó paso a paso durante todo mi proceso de reposicion de tarjeta de debito y adquisicion de tarjeta de credito, explicandome a detalle los beneficios. Muy contento con su servicio!!"
2116,Es bastante lento para pasar con un ejecutivo. No hay personal para atender. Pésimo servicio. En espera de 72 horas...
2117,"Los ejecutivos no sirven nada.
Tomé un ticket para abrir una cuenta y indique que hay unos 45 minutos de espera.
2 horas después, atendieron solo un cliente y me faltan 8 más mientras que puedes ver todos los ejecutivos, atendieron a nadie…"
2118,"Pesimo servicio apestan 3horas para pasar con un ejecutivo,por que estan desayunando y despues chismeando se quedaron cortos al lado de una oficina de Gobierno"
2119,"Terriblemente lento el servicio, sólo hay un ejecutivo que atiende... Llevo una hora y no hay para cuándo... Está fatal esta sucursal

Dicen en comentarios anteriores que darán seguimiento, pero veo que desde la primera  queja todo sigue…"
2120,Un servicio del asco sigo aquí más de una hora esperando no sirven cajas ni cajeros ni uno solo ! Y la gente que atiende aquí es un pésimo servicio con un mal genio y mi tantita educación.
2121,"Cuando vienes a pedir una reposición de una tarjeta no accedes como un cliente porque no tienes tarjeta, entonces pasan como 10 personas que si comprobaron que son clientes y luego si se les antoja entonces vas a adentro. 2 o más horas de…"
2122,"Pésimo servicio, mucho tiempo de espera y aun que uno escriba no resuelven eso."
2123,"Pesimo servicio, 2 horas y media para aperturar una cuenta. Un solo ejecutivo de 3, en plena mitad de semana."
2124,El servicio es pesimo
2125,"Terriblemente lento, 1 hora y media esperando ser atendido"
2126,"Tuve que venir 2 dias, y el trámite tardo demasiado, perdí mucho tiempo durante los 2 días"
2127,Mal servicio y en general muy lento.
2128,Me dio tiempo de ver cómo mis tataranietos se graduaban de la universidad mientras esperaba que me atendiera un ejecutivo de ventas.
2129,Terriblemente lento....
2130,La sucursal es grande y solo tienen 3 cajeros para la demanda del lugar
2131,Mal servicio como siempre
2132,Sucio  mucha gente. Se siente inseguros
2133,Genial
2134,Disculpen a que hora termina el servicio para depósitos???
2135,Buen lugar pero mucha gente
2136,"(Traducción de Google) Servicio rapido y bueno

(Original)
Fast  and good service"
2143,"Sucursal con buena ubicación , siempre veo mucha gente , tres cajeros automáticos, lugar para estacionarte"
2144,Excelente sucursal y servicio
2145,1 hora para pasar con ejecutivo. 30 min el ejecutivo 5 fuera de su lugar.
2146,"BBVA tene un pésimo servicio al cliente y esta sucursal en particular es la peor de todas. Si puedes evítala y mejor lleven sus cuentas a otros bancos.
Yo estuve esperando que un ejecutivo de cuenta me atendiera por 40 minutos y no avanzaron un solo ticket. Le dan prioridad a las empresas y no les importan los cuentahabientes."
2147,Rapido
2148,Una sucursal grande. Usualmente hay personal que se acerca a apoyarte para el tipo de transacción que deseas realizar. Ojo. La entrada es por Mazarik. Ésto porque a veces suelen confundirse al buscar la entrada por el costado al ver el logotipo y los colores de la sucursal
2149,"Grupo financiero más importante de la República Mexicana. Innovadora y enamorados de sus clientes .

Funcionando  las 24 hrs el área de autoservicio y si existiera alguna falla solo basta contactar con unos clicks desde la APP de línea Bancomer y en minutos se restablecerá el o los cajeros automáticos."
2150,Una sucursal grande con estacionamiento sin embargo no hay practicajas.
2151,Tardan mucho en atenderte
2152,Pésimo servicio al cliente
2153,"Para pasar con un ejecutivo te tardas más de 40 minutos y sin gente, muy pocos ejecutivos para apoyarte, y los que están se encuentran baboseando"
2154,Pésimo servicio de las personas en cajas al tratar de cambiar un billete de 200 pesos.
2155,Tengan cuidado de hacer retiros grandes en este banco
2156,"(Traducción de Google) Mala experiencia y mi visita fue inútil y una pérdida de tiempo. Abriría una cuenta en otro lugar.

(Original)
Bad experience and found my visit unhelpful and a waste of time. Would open an account elsewhere."
2157,"(Traducción de Google) Trabajos

(Original)
Works"
2203,"Higiene vs. Covid, rapidez, atención en cajas.  Pero problemas con algunas áreas, que no solucionan problemas internos,llevo 15 días hábiles y no me dan una solución, que porque no depende de ellos."
2204,"Mas de una hora para pasar con un ejecutivo, no son lentos lo que le sigue"
2205,"No tienen consideración de los adultos mayores, deberían darles una mejor atención.
Una hora y media para que mi abuelita pudiera renovar la tarjeta de su pensión."
2206,Es un sucursal pequeña y podría mejorar el tiempo de atención si el personal de ventanilla realizará su función con interés.
2207,Excelente atención....desde que te registras..hasta hacer tu operación.
2208,Siempre hay mucha gente
2209,"Malísima sucursal, y más mala la directora que está a cargo KARLA DENE MEDINA GARCIA CANO, jamás resuelve las situaciones de los clientes, los policías que están en la entrada son súper prepotentes y no te dejan estacionar afuera frente a…"
2210,Muy pequeña la sucursal no es recomendable ir en dias de pago porque tardaras mucho
2211,Excelente el trato de los ejecutivos y la disposición solo falta modernizar los cajeros atm
2212,"Esta bien, no hay mucha gente"
2213,"Son amables y atentos, es pequeña y mucha gente va, pero muy segura."
2214,"A mi siempre me a dado mal trato aqui y ahora ademas el cajero se trago mi tarjeta!!! En fin, cambiare a otra sucursal aunque vaya mas lejos"
2215,El servicio es muy lento y hace que se acumule la gente
2216,No tiene servicio bancario los sábados y el la información dice que si
2217,"Los sábados está cerrada la sucursal, solo cajero está disponible!"
2218,bueno... hay cajeros
2219,Porque es padre
2220,Muy pequeña
2230,Muy buen servicio y atención
2231,Excelente para sacar dinero en cajero automático desde el auto.
2232,"Después de casi una hora en su linea de atención, por fin alguien me indica que esta sucursal está brindando servicio, pero al acudir me encuentro que esta en remodelacion (13 mayo 2020). La verdad solo porque la empresa donde laboro tiene…"
2233,Pésima sucursal todos son unos huevones y no pueden hacer bien su trabajo. estuve a dos de cerrar todas mis cuentas de este banco
2234,"PÉSIMO SERVICIO!
EL SUPERVISOR DE CAJAS ES UNA PERSONA DESAGRADABLE EN TODA LA EXTENSIÓN DE LA PALABRA, YA QUE AL NO TENER CUENTA CON ""SU BANCO"" COMENTA: NO NOS PUEDE ATENDER!
Toda persona que va a cajas al tener cuenta o no, es cliente!…"
2235,Arbitrarios e ineficientes.
2236,"Pésimo que hayan quitado el elevador, mi madre de 89 años ha tenido sus cuentas por años en Bancomer. Esta sucursal es la más cercana a su domicilio . Se ha vuelto un problema muy serio para que ella vaya. Hace un año tuvimos una…"
2237,"Pésimo servicio, estuve más de 40 minutos esperando a que atendieran a los usuarios, solo por no tener cuenta en su banco, y cuando por fin pase a la caja la cajera con un pésimo humor, solo tienen un cajero automático."
2238,Hola ! Llevo tratando de marcar 2 meses desde china a la sucursal de interlomas y nadie mw contesta podrian porfavor PROPORCIONARME un correo electrónico DE ESA SUCURSAL
2239,Banco bancomer con pesimo servicio y filas larguisimas y solo un cajero automatico ATM generalmente fuera de servicio.
2240,Ya cerró esta sucursal
2241,El Banco cambio de domicilio.
2242,"Pesimo servicio muy tardado y no sabes realizar muchos de los servicios que ofrece bancomer, si pueden evitarlo busquen otra sucursal, hay varias cerca."
2243,Hay que llegar de traje para que te ayiendan bien de lo contrario te miran por debajo del hombro
2244,"Esta ubicación es incorrecta, no existe..."
2245,Muy mal el servicio que ofrecen y la actitud de los cajeros es muy mala
2246,LOS CAJEROS PARA AUTOS NUNCA SIRVEN Y EL BANCO CARECE DE SEGURIDAD
2252,"Pésimo servicio, durante la pandemia tienen un cajero, que en lugar de agilizar los trámites hace lo posible por perder el tiempo en 30 minutos atendió a dos usuarios. Si necesitan buen servicio busquen otra sucursal, difícil de encontrar en BBVA pero definitivamente está es la peor sucursal"
2253,"Tuve que acudir el dia de ayer, y la atencion desde entrada fue sin duda alguna ""comprometidos con brindar su servicio"". En mi tramite de reactivacion de alertas BBVA, fui atendido en menos de 20 minutos. Sucursal a mi parecer ""Recomendada""."
2254,"Siempre hay mucha gente y no siguen protocolos de covid, hay gente sin cubrebocas"
2255,"Buenas tardes.
Les falta mucha atención al cliente, fui a solicitar una tarjeta y parece q les molesta atender a las personas aparte de q se tardan mucho en atender, por favor a la gente q se encarga de supervisar las sucursales inviertan…"
2256,Bastante rápido el servicio
2257,Me han robado dos veces en ese cajero. También a otro familiar. Tengan cuidado
2360,"Pésimo servicio, están ma preocupados por engancharte con una tarjeta de crédito que en atender con eficiencia. Me tuvieron esperando en la fila ya casi cuando me tocaba pasar me dice que no. Que perdida de tiempo"
2361,"El área de cajeros está bien, avanza relativamente rápido, el servicio al cliente deja siempre mucho que desear ..."
2362,"Siempre súper lentos,los que te apoyan en cajeros y para ventanilla son un asco,atienden groseramente o te ignoran,te faltan al respeto. Por parte  de los ejecutivos está bien la atención."
2363,"Está sucursal está cerrada,no hay servicio de ejecutivo solo cajeros automáticos hoy 1 de octubre 2020 al parecer la colonia donde se ubica está en semáforo rojo"
2364,Muy mal servicio departe de los ejecutivos parece que vas a pedirles regalado.la prioridad de ellos y los chicos que te preguntan insistentemente que si quieres una tarjeta de crédito y van pasando a personas que nisiquiera tienen turno.se…
2365,"En la noches está solitario, el lugar suele estar lleno de tickets en el área de cajeros, el Personal es atento."
2366,"Lo peor de lo peor, la gerente no se para que esta si no puede resolver los problemas y su única justificación es ""EL SISTEMA NO DEJA"". Fui por mi TC Adicional y resulta que tiene que ir la titular. Ni a mi ni a ella nos avisaron. Banco en decadencia tratando de disimularlo con sus instalaciones renovadas."
2367,Muchísimas persobas
2368,"En esta sucursal dan un pésimo servicio, lástima que las instalaciones sean tan cómodas, tantos empleados y solo atienden unos cuantos y de una manera pésima. No respetan los turnos, para aperturar una cuenta casi dos horas de espera. Si esta es la nueva imágen que quiere dar el banco que terrible!!!!"
2369,Muy buenos
2370,"Cuento con 2 tarjetas de crédito y una de nómina, pero creo eso no sirve de nada si los ejecutivos de caja se saltan los turnos y además no me pudieron apoyar sólo para activar me mis notificaciones de la tarjeta de nómina , el ejecutivo de…"
2371,Pésimo servicio me traen vueltas y vueltas por una aclaración de cambio de datos que ellos mismos cometieron a la apertura de mi cuenta
2372,"No sé porque no hacen nada el servicio sigue igual de pésimo, gente ignorante que no debe dar un servicio a la comunidad"
2373,"Esta sucursal ofrece un PÉSIMO SERVICIO de nada sirve tu turno si conoces al ejecutivo, se brinca todo orden, déspota y grosero el gerente si es que lo tiene la sucursal no sirve para nada ya que la mayoría de las personas se quejan y nadie da la cara ojalá y revisaran esta situación"
2374,Mucho mejor sin duda menos tiempo que otros bancos.
2375,"La peor sucursal del mundo!!! El personal de atencion a clientes son unos idiotas los 3, te discriminan, no saben atenderte y te dan mal el turno, segun el que me dieron es de los que dejan al ultimo y pasaban a mucha gente antes de mi 😡😡😡 no regresare nunca a esa basura"
2376,Me gustan sus nuevas instalaciones gracias.
2377,PÉSIMA ATENCIÓN!!!!.... LOS EJECUTIVOS SOLO SE L APASAN PLATICANDO Y TE HACEN ESPERAR HORAS!!!..... QUE ASCO DE SUCURSAL 😠
2378,Pésimo servicio de los ejecutivos más de una hora y media para que pasara. No sé porque ponen los turnos si te van a pasar por nombre. Deberían de tener mejor organización
2379,El tiempo de espera es muchísimo
2380,"Mi experiencia con cajeros y personal de atencion a clientes ha sido muy buena muy serviciales y demas, pero en la practicaja en dos ocaciones he tenido problems, Al depositar se har tragado dinero hasta $10,000.00 y cuando he retirado me…"
2381,Es un asco de sucursal
2382,"Este lugar es pésimo la atención a la gente en general y el tiempo de espera es mucho, debes perder de 45 min a una hora en promedio"
2383,La puesta en marcha de sus cajeros y su renovación en el interior está exelente
2384,"Solo deben tener cuidado con los retiros grandes de dinero, hay gente que se aprovecha y los observa"
2385,"Mal servicio, no hay gente y aún así hay que esperar demasiado"
2386,Ultimamente es menor el tiempo para cualquier trámite.
2387,15 minutos de espera
2388,Lentos
2389,Buena
2390,"Mejoro la sucursal ,ahora hay sillas para esperar tu turno"
2391,me chocan los viene viene que siempre andan pidiendo dinero
2431,"Los  chic@s en ventanilla todos muy amables, buena atención en la puerta, lo único que no me agrada es que en esta contingencia cuando más necesitamos cajeros disponibles los cierran temprano. Eso no me agrada, por lo demás muy bien."
2432,Hay muchos cajeros ATM pero solo funciona la mitad
2433,"Excelente, muchos cajeros para retirar rápido"
2434,"La atención de la gerente lic Mercedes avilar es excelente, pocas personas se preocupan por la necesidad de los cuentahabientes, muy atenta y no deja que se junte toda la gente en su sucursal, mil gracias"
2435,Buena atención del ejecutivo Jorge
2436,Una de las sucursales más cercanas del Zócalo de la ciudad de México. Esta sobre 5 de mayo la entrada principal. Tiene varios cajeros automáticos y dos multicajas. Además cuenta con sucursal para atención a clientes y en horario normal de atención personal de apoyo en cajas. Es una sucursal segura y limpia. Muy accesible para la zona.
2437,Buen servicio
2438,Es de mis sucursales favoritas por que es muy cercana al zócalo y al tener muchos cajeros automáticos es rápido realizar transacciones.
2439,"Buena ubicación y muchos cajeros automáticos. Regularmente no haces fila para utilizarlos, de ser así, avanza rápido."
2440,"Relativamente rápido el servicio.
Varios cajeros automáticos."
2441,Tiene barios cajeros
2442,Buenos empleados.
2443,¿Qué horario tiene la sucursal? y ¿abre los sábados?
2444,abarrotado y algo lentos
2445,Los cajeros automáticos están disponibles siempre
2446,Efectivos
2447,Para realizar movimiento en caja siempre está lleno
2448,"(Traducción de Google) Le gustó

(Original)
Liked it"
2449,"(Traducción de Google) Tienen 5 cajeros automáticos, si uno está trabajando repentinamente cuando es tu turno, ¡NO LO HAGAS! El banco te estafa. Sin dinero, sin recibo. Pero el dinero se fue de su cuenta. Y SÍ, no hay preguntas de quién lo…"
2450,"(Traducción de Google) Excelente

(Original)
Great"
2451,"(Traducción de Google) Suc.bancomer

(Original)
Suc.bancomer"
2471,"Buena atención, trato amable, te orientan y te facilitan los servicios bancarios que requiere uno. Sin embargo, considero que es gran riesgo realizar transacciones de hasta 25 mil pesos en el cajero automático el cual está prácticamente a…"
2472,abren los sabados ?
2473,Acceso rápido y amable
2481,Uno de los empleados me agredió físicamente. Me aventó la puerta corrediza golpeándome en la cadera y moviéndose de dónde estaba parado. Yo estaba atendiendo la explicación de otro de los empleados en ese momento. Cuando exigí una…
2482,"Dice que abren 8:30 Y abren hasta las 10, es una pérdida de tiempo llegar temprano y tener que regresarte porque abren más tarde.
Deberían actualizar sus horarios en sistema"
2483,Abren hasta las 10 llevo media hora esperando porque según su horario abren a las 8:30 es una pena que tenga uno que esperar tanto para que abran a la hora que se les de su gana mal servicio
2484,"Me acabo de llevar la peor desilusión, #Bancomer era mi banco preferido y que recomendaba, pero el 30/04 deposité dinero a mi cuenta y el cajero no. 7846 de esta suculsar y se quedó con mi dinero, no reflejo la operación y mucho menos me…"
2485,Deberían de actualizar los horarios en sus páginas de internet ya que uno acude a la sucursal y abren hora y media después de lo que se indica
2486,Buen ambiente de trabajo
2487,"Tienen buena atención, pero es una sucursal pequeña para el tamaño de la plaza, evidentemente se acumula mucha gente para las cajas, practicadas, ventanilla y ejecutivos"
